,en,ar
495,"men receive a share of what their parents and relatives leave, and women receive a share of what their parents and relatives leave; be it little or much—a legal share.",لِلرِّجالِ نَصيبٌ مِمّا تَرَكَ الوالِدانِ وَالأَقرَبونَ وَلِلنِّساءِ نَصيبٌ مِمّا تَرَكَ الوالِدانِ وَالأَقرَبونَ مِمّا قَلَّ مِنهُ أَو كَثُرَ نَصيبًا مَفروضًا
496,"if the distribution is attended by the relatives, and the orphans, and the needy, give them something out of it, and speak to them kindly.",وَإِذا حَضَرَ القِسمَةَ أُولُو القُربىٰ وَاليَتامىٰ وَالمَساكينُ فَارزُقوهُم مِنهُ وَقولوا لَهُم قَولًا مَعروفًا
497,"those who are concerned about the fate of their weak children, in case they leave them behind, should fear god, and speak appropriate words.",وَليَخشَ الَّذينَ لَو تَرَكوا مِن خَلفِهِم ذُرِّيَّةً ضِعافًا خافوا عَلَيهِم فَليَتَّقُوا اللَّهَ وَليَقولوا قَولًا سَديدًا
498,those who consume the wealth of orphans illicitly consume only fire into their bellies; and they will roast in a blaze.,إِنَّ الَّذينَ يَأكُلونَ أَموالَ اليَتامىٰ ظُلمًا إِنَّما يَأكُلونَ في بُطونِهِم نارًا وَسَيَصلَونَ سَعيرًا
499,"god instructs you regarding your children: the male receives the equivalent of the share of two females. if they are daughters, more than two, they get two-thirds of what he leaves. if there is only one, she gets one-half. as for the parents, each gets one-sixth of what he leaves, if he had children. if he had no children, and his parents inherit from him, his mother gets one-third. if he has siblings, his mother gets one-sixth. after fulfilling any bequest and paying off debts. your parents and your children—you do not know which are closer to you in welfare. this is god's law. god is knowing and judicious.",يوصيكُمُ اللَّهُ في أَولادِكُم لِلذَّكَرِ مِثلُ حَظِّ الأُنثَيَينِ فَإِن كُنَّ نِساءً فَوقَ اثنَتَينِ فَلَهُنَّ ثُلُثا ما تَرَكَ وَإِن كانَت واحِدَةً فَلَهَا النِّصفُ وَلِأَبَوَيهِ لِكُلِّ واحِدٍ مِنهُمَا السُّدُسُ مِمّا تَرَكَ إِن كانَ لَهُ وَلَدٌ فَإِن لَم يَكُن لَهُ وَلَدٌ وَوَرِثَهُ أَبَواهُ فَلِأُمِّهِ الثُّلُثُ فَإِن كانَ لَهُ إِخوَةٌ فَلِأُمِّهِ السُّدُسُ مِن بَعدِ وَصِيَّةٍ يوصي بِها أَو دَينٍ آباؤُكُم وَأَبناؤُكُم لا تَدرونَ أَيُّهُم أَقرَبُ لَكُم نَفعًا فَريضَةً مِنَ اللَّهِ إِنَّ اللَّهَ كانَ عَليمًا حَكيمًا
500,"you get one-half of what your wives leave behind, if they had no children. if they had children, you get one-fourth of what they leave. after fulfilling any bequest and paying off debts. they get one-fourth of what you leave behind, if you have no children. if you have children, they get one-eighth of what you leave. after fulfilling any bequest and paying off debts. if a man or woman leaves neither parents nor children, but has a brother or sister, each of them gets one-sixth. if there are more siblings, they share one-third. after fulfilling any bequest and paying off debts, without any prejudice. this is a will from god. god is knowing and clement.",وَلَكُم نِصفُ ما تَرَكَ أَزواجُكُم إِن لَم يَكُن لَهُنَّ وَلَدٌ فَإِن كانَ لَهُنَّ وَلَدٌ فَلَكُمُ الرُّبُعُ مِمّا تَرَكنَ مِن بَعدِ وَصِيَّةٍ يوصينَ بِها أَو دَينٍ وَلَهُنَّ الرُّبُعُ مِمّا تَرَكتُم إِن لَم يَكُن لَكُم وَلَدٌ فَإِن كانَ لَكُم وَلَدٌ فَلَهُنَّ الثُّمُنُ مِمّا تَرَكتُم مِن بَعدِ وَصِيَّةٍ توصونَ بِها أَو دَينٍ وَإِن كانَ رَجُلٌ يورَثُ كَلالَةً أَوِ امرَأَةٌ وَلَهُ أَخٌ أَو أُختٌ فَلِكُلِّ واحِدٍ مِنهُمَا السُّدُسُ فَإِن كانوا أَكثَرَ مِن ذٰلِكَ فَهُم شُرَكاءُ فِي الثُّلُثِ مِن بَعدِ وَصِيَّةٍ يوصىٰ بِها أَو دَينٍ غَيرَ مُضارٍّ وَصِيَّةً مِنَ اللَّهِ وَاللَّهُ عَليمٌ حَليمٌ
501,"these are the bounds set by god. whoever obeys god and his messenger, he will admit him into gardens beneath which rivers flow, to abide therein forever. that is the great attainment.",تِلكَ حُدودُ اللَّهِ وَمَن يُطِعِ اللَّهَ وَرَسولَهُ يُدخِلهُ جَنّاتٍ تَجري مِن تَحتِهَا الأَنهارُ خالِدينَ فيها وَذٰلِكَ الفَوزُ العَظيمُ
502,"but whoever disobeys god and his messenger, and oversteps his bounds, he will admit him into a fire, wherein he abides forever, and he will have a shameful punishment.",وَمَن يَعصِ اللَّهَ وَرَسولَهُ وَيَتَعَدَّ حُدودَهُ يُدخِلهُ نارًا خالِدًا فيها وَلَهُ عَذابٌ مُهينٌ
503,"those of your women who commit lewdness, you must have four witnesses against them, from among you. if they testify, confine them to the homes until death claims them, or god makes a way for them.",وَاللّاتي يَأتينَ الفاحِشَةَ مِن نِسائِكُم فَاستَشهِدوا عَلَيهِنَّ أَربَعَةً مِنكُم فَإِن شَهِدوا فَأَمسِكوهُنَّ فِي البُيوتِ حَتّىٰ يَتَوَفّاهُنَّ المَوتُ أَو يَجعَلَ اللَّهُ لَهُنَّ سَبيلًا
504,"if two men among you commit it, punish them both. but if they repent and reform, leave them alone. god is redeemer, full of mercy.",وَاللَّذانِ يَأتِيانِها مِنكُم فَآذوهُما فَإِن تابا وَأَصلَحا فَأَعرِضوا عَنهُما إِنَّ اللَّهَ كانَ تَوّابًا رَحيمًا
505,"repentance is available from god for those who commit evil out of ignorance, and then repent soon after. these—god will relent towards them. god is knowing and wise.",إِنَّمَا التَّوبَةُ عَلَى اللَّهِ لِلَّذينَ يَعمَلونَ السّوءَ بِجَهالَةٍ ثُمَّ يَتوبونَ مِن قَريبٍ فَأُولٰئِكَ يَتوبُ اللَّهُ عَلَيهِم وَكانَ اللَّهُ عَليمًا حَكيمًا
506,"but repentance is not available for those who commit evils, until when death approaches one of them, he says, “now i repent,” nor for those who die as disbelievers. these—we have prepared for them a painful torment.",وَلَيسَتِ التَّوبَةُ لِلَّذينَ يَعمَلونَ السَّيِّئَاتِ حَتّىٰ إِذا حَضَرَ أَحَدَهُمُ المَوتُ قالَ إِنّي تُبتُ الآنَ وَلَا الَّذينَ يَموتونَ وَهُم كُفّارٌ أُولٰئِكَ أَعتَدنا لَهُم عَذابًا أَليمًا
507,"o you who believe! it is not permitted for you to inherit women against their will. and do not coerce them in order to take away some of what you had given them, unless they commit a proven adultery. and live with them in kindness. if you dislike them, it may be that you dislike something in which god has placed much good.",يا أَيُّهَا الَّذينَ آمَنوا لا يَحِلُّ لَكُم أَن تَرِثُوا النِّساءَ كَرهًا وَلا تَعضُلوهُنَّ لِتَذهَبوا بِبَعضِ ما آتَيتُموهُنَّ إِلّا أَن يَأتينَ بِفاحِشَةٍ مُبَيِّنَةٍ وَعاشِروهُنَّ بِالمَعروفِ فَإِن كَرِهتُموهُنَّ فَعَسىٰ أَن تَكرَهوا شَيئًا وَيَجعَلَ اللَّهُ فيهِ خَيرًا كَثيرًا
508,"if you wish to replace one wife with another, and you have given one of them a fortune, take nothing back from it. would you take it back fraudulently and sinfully?",وَإِن أَرَدتُمُ استِبدالَ زَوجٍ مَكانَ زَوجٍ وَآتَيتُم إِحداهُنَّ قِنطارًا فَلا تَأخُذوا مِنهُ شَيئًا أَتَأخُذونَهُ بُهتانًا وَإِثمًا مُبينًا
509,"and how can you take it back, when you have been intimate with one another, and they have received from you a solid commitment?",وَكَيفَ تَأخُذونَهُ وَقَد أَفضىٰ بَعضُكُم إِلىٰ بَعضٍ وَأَخَذنَ مِنكُم ميثاقًا غَليظًا
510,"do not marry women whom your fathers married, except what is already past. that is improper, indecent, and a bad custom.",وَلا تَنكِحوا ما نَكَحَ آباؤُكُم مِنَ النِّساءِ إِلّا ما قَد سَلَفَ إِنَّهُ كانَ فاحِشَةً وَمَقتًا وَساءَ سَبيلًا
511,"forbidden for you are your mothers, your daughters, your sisters, your paternal aunts, your maternal aunts, your brother's daughters, your sister's daughters, your foster-mothers who nursed you, your sisters through nursing, your wives' mothers, and your stepdaughters in your guardianship—born of wives you have gone into—but if you have not gone into them, there is no blame on you. and the wives of your genetic sons, and marrying two sisters simultaneously. except what is past. god is oft-forgiving, most merciful.",حُرِّمَت عَلَيكُم أُمَّهاتُكُم وَبَناتُكُم وَأَخَواتُكُم وَعَمّاتُكُم وَخالاتُكُم وَبَناتُ الأَخِ وَبَناتُ الأُختِ وَأُمَّهاتُكُمُ اللّاتي أَرضَعنَكُم وَأَخَواتُكُم مِنَ الرَّضاعَةِ وَأُمَّهاتُ نِسائِكُم وَرَبائِبُكُمُ اللّاتي في حُجورِكُم مِن نِسائِكُمُ اللّاتي دَخَلتُم بِهِنَّ فَإِن لَم تَكونوا دَخَلتُم بِهِنَّ فَلا جُناحَ عَلَيكُم وَحَلائِلُ أَبنائِكُمُ الَّذينَ مِن أَصلابِكُم وَأَن تَجمَعوا بَينَ الأُختَينِ إِلّا ما قَد سَلَفَ إِنَّ اللَّهَ كانَ غَفورًا رَحيمًا
512,"and all married women, except those you rightfully possess. this is god’s decree, binding upon you. permitted for you are those that lie outside these limits, provided you seek them in legal marriage, with gifts from your property, seeking wedlock, not prostitution. if you wish to enjoy them, then give them their dowry—a legal obligation. you commit no error by agreeing to any change to the dowry. god is all-knowing, most wise.",وَالمُحصَناتُ مِنَ النِّساءِ إِلّا ما مَلَكَت أَيمانُكُم كِتابَ اللَّهِ عَلَيكُم وَأُحِلَّ لَكُم ما وَراءَ ذٰلِكُم أَن تَبتَغوا بِأَموالِكُم مُحصِنينَ غَيرَ مُسافِحينَ فَمَا استَمتَعتُم بِهِ مِنهُنَّ فَآتوهُنَّ أُجورَهُنَّ فَريضَةً وَلا جُناحَ عَلَيكُم فيما تَراضَيتُم بِهِ مِن بَعدِ الفَريضَةِ إِنَّ اللَّهَ كانَ عَليمًا حَكيمًا
513,"if any of you lack the means to marry free believing women, he may marry one of the believing maids under your control. god is well aware of your faith. you are from one another. marry them with the permission of their guardians, and give them their recompense fairly—to be protected—neither committing adultery, nor taking secret lovers. when they are married, if they commit adultery, their punishment shall be half that of free women. that is for those among you who fear falling into decadence. but to practice self-restraint is better for you. god is most forgiving, most merciful.",وَمَن لَم يَستَطِع مِنكُم طَولًا أَن يَنكِحَ المُحصَناتِ المُؤمِناتِ فَمِن ما مَلَكَت أَيمانُكُم مِن فَتَياتِكُمُ المُؤمِناتِ وَاللَّهُ أَعلَمُ بِإيمانِكُم بَعضُكُم مِن بَعضٍ فَانكِحوهُنَّ بِإِذنِ أَهلِهِنَّ وَآتوهُنَّ أُجورَهُنَّ بِالمَعروفِ مُحصَناتٍ غَيرَ مُسافِحاتٍ وَلا مُتَّخِذاتِ أَخدانٍ فَإِذا أُحصِنَّ فَإِن أَتَينَ بِفاحِشَةٍ فَعَلَيهِنَّ نِصفُ ما عَلَى المُحصَناتِ مِنَ العَذابِ ذٰلِكَ لِمَن خَشِيَ العَنَتَ مِنكُم وَأَن تَصبِروا خَيرٌ لَكُم وَاللَّهُ غَفورٌ رَحيمٌ
514,"god intends to make things clear to you, and to guide you in the ways of those before you, and to redeem you. god is most knowing, most wise.",يُريدُ اللَّهُ لِيُبَيِّنَ لَكُم وَيَهدِيَكُم سُنَنَ الَّذينَ مِن قَبلِكُم وَيَتوبَ عَلَيكُم وَاللَّهُ عَليمٌ حَكيمٌ
515,"god intends to redeem you, but those who follow their desires want you to turn away utterly.",وَاللَّهُ يُريدُ أَن يَتوبَ عَلَيكُم وَيُريدُ الَّذينَ يَتَّبِعونَ الشَّهَواتِ أَن تَميلوا مَيلًا عَظيمًا
516,"god intends to lighten your burden, for the human being was created weak.",يُريدُ اللَّهُ أَن يُخَفِّفَ عَنكُم وَخُلِقَ الإِنسانُ ضَعيفًا
517,"o you who believe! do not consume each other’s wealth illicitly, but trade by mutual consent. and do not kill yourselves, for god is merciful towards you.",يا أَيُّهَا الَّذينَ آمَنوا لا تَأكُلوا أَموالَكُم بَينَكُم بِالباطِلِ إِلّا أَن تَكونَ تِجارَةً عَن تَراضٍ مِنكُم وَلا تَقتُلوا أَنفُسَكُم إِنَّ اللَّهَ كانَ بِكُم رَحيمًا
518,"whoever does that, out of hostility and wrongdoing, we will cast him into a fire. and that would be easy for god.",وَمَن يَفعَل ذٰلِكَ عُدوانًا وَظُلمًا فَسَوفَ نُصليهِ نارًا وَكانَ ذٰلِكَ عَلَى اللَّهِ يَسيرًا
519,"if you avoid the worst of what you are forbidden, we will remit your sins, and admit you by a gate of honor.",إِن تَجتَنِبوا كَبائِرَ ما تُنهَونَ عَنهُ نُكَفِّر عَنكُم سَيِّئَاتِكُم وَنُدخِلكُم مُدخَلًا كَريمًا
520,"do not covet what god has given to some of you in preference to others. for men is a share of what they have earned, and for women is a share of what they have earned. and ask god of his bounty. god has knowledge of everything.",وَلا تَتَمَنَّوا ما فَضَّلَ اللَّهُ بِهِ بَعضَكُم عَلىٰ بَعضٍ لِلرِّجالِ نَصيبٌ مِمَّا اكتَسَبوا وَلِلنِّساءِ نَصيبٌ مِمَّا اكتَسَبنَ وَاسأَلُوا اللَّهَ مِن فَضلِهِ إِنَّ اللَّهَ كانَ بِكُلِّ شَيءٍ عَليمًا
521,"to everyone we have assigned beneficiaries in what is left by parents and relatives. those with whom you have made an agreement, give them their share. god is witness over all things.",وَلِكُلٍّ جَعَلنا مَوالِيَ مِمّا تَرَكَ الوالِدانِ وَالأَقرَبونَ وَالَّذينَ عَقَدَت أَيمانُكُم فَآتوهُم نَصيبَهُم إِنَّ اللَّهَ كانَ عَلىٰ كُلِّ شَيءٍ شَهيدًا
522,"men are the protectors and maintainers of women, as god has given some of them an advantage over others, and because they spend out of their wealth. the good women are obedient, guarding what god would have them guard. as for those from whom you fear disloyalty, admonish them, and abandon them in their beds, then strike them. but if they obey you, seek no way against them. god is sublime, great.",الرِّجالُ قَوّامونَ عَلَى النِّساءِ بِما فَضَّلَ اللَّهُ بَعضَهُم عَلىٰ بَعضٍ وَبِما أَنفَقوا مِن أَموالِهِم فَالصّالِحاتُ قانِتاتٌ حافِظاتٌ لِلغَيبِ بِما حَفِظَ اللَّهُ وَاللّاتي تَخافونَ نُشوزَهُنَّ فَعِظوهُنَّ وَاهجُروهُنَّ فِي المَضاجِعِ وَاضرِبوهُنَّ فَإِن أَطَعنَكُم فَلا تَبغوا عَلَيهِنَّ سَبيلًا إِنَّ اللَّهَ كانَ عَلِيًّا كَبيرًا
523,"if you fear a breach between the two, appoint an arbiter from his family and an arbiter from her family. if they wish to reconcile, god will bring them together. god is knowledgeable, expert.",وَإِن خِفتُم شِقاقَ بَينِهِما فَابعَثوا حَكَمًا مِن أَهلِهِ وَحَكَمًا مِن أَهلِها إِن يُريدا إِصلاحًا يُوَفِّقِ اللَّهُ بَينَهُما إِنَّ اللَّهَ كانَ عَليمًا خَبيرًا
524,"worship god, and ascribe no partners to him, and be good to the parents, and the relatives, and the orphans, and the poor, and the neighbor next door, and the distant neighbor, and the close associate, and the traveler, and your servants. god does not love the arrogant showoff.",وَاعبُدُوا اللَّهَ وَلا تُشرِكوا بِهِ شَيئًا وَبِالوالِدَينِ إِحسانًا وَبِذِي القُربىٰ وَاليَتامىٰ وَالمَساكينِ وَالجارِ ذِي القُربىٰ وَالجارِ الجُنُبِ وَالصّاحِبِ بِالجَنبِ وَابنِ السَّبيلِ وَما مَلَكَت أَيمانُكُم إِنَّ اللَّهَ لا يُحِبُّ مَن كانَ مُختالًا فَخورًا
525,"those who are stingy, and exhort people to stinginess, and conceal what god has given them from his bounty. we have prepared for the disbelievers a disgraceful punishment.",الَّذينَ يَبخَلونَ وَيَأمُرونَ النّاسَ بِالبُخلِ وَيَكتُمونَ ما آتاهُمُ اللَّهُ مِن فَضلِهِ وَأَعتَدنا لِلكافِرينَ عَذابًا مُهينًا
526,"and those who spend their money to be seen by people, and believe neither in god nor in the last day. whoever has satan as a companion—what an evil companion.",وَالَّذينَ يُنفِقونَ أَموالَهُم رِئَاءَ النّاسِ وَلا يُؤمِنونَ بِاللَّهِ وَلا بِاليَومِ الآخِرِ وَمَن يَكُنِ الشَّيطانُ لَهُ قَرينًا فَساءَ قَرينًا
527,"what would they have lost, had they believed in god and the last day, and gave out of what god has provided for them? god knows them very well.",وَماذا عَلَيهِم لَو آمَنوا بِاللَّهِ وَاليَومِ الآخِرِ وَأَنفَقوا مِمّا رَزَقَهُمُ اللَّهُ وَكانَ اللَّهُ بِهِم عَليمًا
528,"god does not commit an atom's weight of injustice; and if there is a good deed, he doubles it, and gives from his presence a sublime compensation.",إِنَّ اللَّهَ لا يَظلِمُ مِثقالَ ذَرَّةٍ وَإِن تَكُ حَسَنَةً يُضاعِفها وَيُؤتِ مِن لَدُنهُ أَجرًا عَظيمًا
529,"then how will it be, when we bring a witness from every community, and we bring you as a witness against these?",فَكَيفَ إِذا جِئنا مِن كُلِّ أُمَّةٍ بِشَهيدٍ وَجِئنا بِكَ عَلىٰ هٰؤُلاءِ شَهيدًا
530,"on that day, those who disbelieved and disobeyed the messenger will wish that the earth were leveled over them. they will conceal nothing from god.",يَومَئِذٍ يَوَدُّ الَّذينَ كَفَروا وَعَصَوُا الرَّسولَ لَو تُسَوّىٰ بِهِمُ الأَرضُ وَلا يَكتُمونَ اللَّهَ حَديثًا
531,"o you who believe! do not approach the prayer while you are drunk, so that you know what you say; nor after sexual orgasm—unless you are travelling—until you have bathed. if you are sick, or traveling, or one of you comes from the toilet, or you have had intercourse with women, and cannot find water, find clean sand and wipe your faces and your hands with it. god is pardoning and forgiving.",يا أَيُّهَا الَّذينَ آمَنوا لا تَقرَبُوا الصَّلاةَ وَأَنتُم سُكارىٰ حَتّىٰ تَعلَموا ما تَقولونَ وَلا جُنُبًا إِلّا عابِري سَبيلٍ حَتّىٰ تَغتَسِلوا وَإِن كُنتُم مَرضىٰ أَو عَلىٰ سَفَرٍ أَو جاءَ أَحَدٌ مِنكُم مِنَ الغائِطِ أَو لامَستُمُ النِّساءَ فَلَم تَجِدوا ماءً فَتَيَمَّموا صَعيدًا طَيِّبًا فَامسَحوا بِوُجوهِكُم وَأَيديكُم إِنَّ اللَّهَ كانَ عَفُوًّا غَفورًا
532,"have you not considered those who were given a share of the book? they buy error, and wish you would lose the way.",أَلَم تَرَ إِلَى الَّذينَ أوتوا نَصيبًا مِنَ الكِتابِ يَشتَرونَ الضَّلالَةَ وَيُريدونَ أَن تَضِلُّوا السَّبيلَ
533,"but god knows your enemies best. god is sufficient as a protector, and god is sufficient as a supporter.",وَاللَّهُ أَعلَمُ بِأَعدائِكُم وَكَفىٰ بِاللَّهِ وَلِيًّا وَكَفىٰ بِاللَّهِ نَصيرًا
534,"among the jews are some who take words out of context, and say, “we hear and we disobey”, and “hear without listening”, and “observe us,” twisting with their tongues and slandering the religion. had they said, “we hear and we obey”, and “listen”, and “give us your attention,” it would have been better for them, and more upright. but god has cursed them for their disbelief; they do not believe except a little.",مِنَ الَّذينَ هادوا يُحَرِّفونَ الكَلِمَ عَن مَواضِعِهِ وَيَقولونَ سَمِعنا وَعَصَينا وَاسمَع غَيرَ مُسمَعٍ وَراعِنا لَيًّا بِأَلسِنَتِهِم وَطَعنًا فِي الدّينِ وَلَو أَنَّهُم قالوا سَمِعنا وَأَطَعنا وَاسمَع وَانظُرنا لَكانَ خَيرًا لَهُم وَأَقوَمَ وَلٰكِن لَعَنَهُمُ اللَّهُ بِكُفرِهِم فَلا يُؤمِنونَ إِلّا قَليلًا
535,"o you who were given the book! believe in what we sent down, confirming what you have, before we obliterate faces and turn them inside out, or curse them as we cursed the sabbath-breakers. the command of god is always done.",يا أَيُّهَا الَّذينَ أوتُوا الكِتابَ آمِنوا بِما نَزَّلنا مُصَدِّقًا لِما مَعَكُم مِن قَبلِ أَن نَطمِسَ وُجوهًا فَنَرُدَّها عَلىٰ أَدبارِها أَو نَلعَنَهُم كَما لَعَنّا أَصحابَ السَّبتِ وَكانَ أَمرُ اللَّهِ مَفعولًا
536,"god does not forgive association with him, but he forgives anything less than that to whomever he wills. whoever associates anything with god has devised a monstrous sin.",إِنَّ اللَّهَ لا يَغفِرُ أَن يُشرَكَ بِهِ وَيَغفِرُ ما دونَ ذٰلِكَ لِمَن يَشاءُ وَمَن يُشرِك بِاللَّهِ فَقَدِ افتَرىٰ إِثمًا عَظيمًا
537,"have you not considered those who claim purity for themselves? rather, god purifies whom he wills, and they will not be wronged a whit.",أَلَم تَرَ إِلَى الَّذينَ يُزَكّونَ أَنفُسَهُم بَلِ اللَّهُ يُزَكّي مَن يَشاءُ وَلا يُظلَمونَ فَتيلًا
538,see how they devise lies against god. that alone is an outright sin.,انظُر كَيفَ يَفتَرونَ عَلَى اللَّهِ الكَذِبَ وَكَفىٰ بِهِ إِثمًا مُبينًا
539,"have you not considered those who were given a share of the book? they believe in superstition and evil powers, and say of those who disbelieve, “these are better guided on the way than the believers.”",أَلَم تَرَ إِلَى الَّذينَ أوتوا نَصيبًا مِنَ الكِتابِ يُؤمِنونَ بِالجِبتِ وَالطّاغوتِ وَيَقولونَ لِلَّذينَ كَفَروا هٰؤُلاءِ أَهدىٰ مِنَ الَّذينَ آمَنوا سَبيلًا
540,"those are they whom god has cursed. whomever god curses, you will find no savior for him.",أُولٰئِكَ الَّذينَ لَعَنَهُمُ اللَّهُ وَمَن يَلعَنِ اللَّهُ فَلَن تَجِدَ لَهُ نَصيرًا
541,or do they own a share of the kingdom? then they would not give people a speck.,أَم لَهُم نَصيبٌ مِنَ المُلكِ فَإِذًا لا يُؤتونَ النّاسَ نَقيرًا
542,"or do they envy the people for what god has given them of his grace? we have given the family of abraham the book and wisdom, and we have given them a great kingdom.",أَم يَحسُدونَ النّاسَ عَلىٰ ما آتاهُمُ اللَّهُ مِن فَضلِهِ فَقَد آتَينا آلَ إِبراهيمَ الكِتابَ وَالحِكمَةَ وَآتَيناهُم مُلكًا عَظيمًا
543,"among them are those who believed in it, and among them are those who held back from it. hell is a sufficient inferno.",فَمِنهُم مَن آمَنَ بِهِ وَمِنهُم مَن صَدَّ عَنهُ وَكَفىٰ بِجَهَنَّمَ سَعيرًا
544,"those who reject our revelations—we will scorch them in a fire. every time their skins are cooked, we will replace them with other skins, so they will experience the suffering. god is most powerful, most wise.",إِنَّ الَّذينَ كَفَروا بِآياتِنا سَوفَ نُصليهِم نارًا كُلَّما نَضِجَت جُلودُهُم بَدَّلناهُم جُلودًا غَيرَها لِيَذوقُوا العَذابَ إِنَّ اللَّهَ كانَ عَزيزًا حَكيمًا
545,"as for those who believe and do good deeds, we will admit them into gardens beneath which rivers flow, abiding therein forever. they will have purified spouses therein, and we will admit them into a shady shade.",وَالَّذينَ آمَنوا وَعَمِلُوا الصّالِحاتِ سَنُدخِلُهُم جَنّاتٍ تَجري مِن تَحتِهَا الأَنهارُ خالِدينَ فيها أَبَدًا لَهُم فيها أَزواجٌ مُطَهَّرَةٌ وَنُدخِلُهُم ظِلًّا ظَليلًا
546,"god instructs you to give back things entrusted to you to their owners. and when you judge between people, judge with justice. god’s instructions to you are excellent. god is all-hearing, all-seeing.",إِنَّ اللَّهَ يَأمُرُكُم أَن تُؤَدُّوا الأَماناتِ إِلىٰ أَهلِها وَإِذا حَكَمتُم بَينَ النّاسِ أَن تَحكُموا بِالعَدلِ إِنَّ اللَّهَ نِعِمّا يَعِظُكُم بِهِ إِنَّ اللَّهَ كانَ سَميعًا بَصيرًا
547,"o you who believe! obey god and obey the messenger and those in authority among you. and if you dispute over anything, refer it to god and the messenger, if you believe in god and the last day. that is best, and a most excellent determination.",يا أَيُّهَا الَّذينَ آمَنوا أَطيعُوا اللَّهَ وَأَطيعُوا الرَّسولَ وَأُولِي الأَمرِ مِنكُم فَإِن تَنازَعتُم في شَيءٍ فَرُدّوهُ إِلَى اللَّهِ وَالرَّسولِ إِن كُنتُم تُؤمِنونَ بِاللَّهِ وَاليَومِ الآخِرِ ذٰلِكَ خَيرٌ وَأَحسَنُ تَأويلًا
548,"have you not observed those who claim that they believe in what was revealed to you, and in what was revealed before you, yet they seek satanic sources for legislation, in spite of being commanded to reject them? satan means to mislead them far away.",أَلَم تَرَ إِلَى الَّذينَ يَزعُمونَ أَنَّهُم آمَنوا بِما أُنزِلَ إِلَيكَ وَما أُنزِلَ مِن قَبلِكَ يُريدونَ أَن يَتَحاكَموا إِلَى الطّاغوتِ وَقَد أُمِروا أَن يَكفُروا بِهِ وَيُريدُ الشَّيطانُ أَن يُضِلَّهُم ضَلالًا بَعيدًا
549,"and when it is said to them, “come to what god has revealed, and to the messenger,” you see the hypocrites shunning you completely.",وَإِذا قيلَ لَهُم تَعالَوا إِلىٰ ما أَنزَلَ اللَّهُ وَإِلَى الرَّسولِ رَأَيتَ المُنافِقينَ يَصُدّونَ عَنكَ صُدودًا
550,"how about when a disaster strikes them because what their hands have put forward, and then they come to you swearing by god: “we only intended goodwill and reconciliation”?",فَكَيفَ إِذا أَصابَتهُم مُصيبَةٌ بِما قَدَّمَت أَيديهِم ثُمَّ جاءوكَ يَحلِفونَ بِاللَّهِ إِن أَرَدنا إِلّا إِحسانًا وَتَوفيقًا
551,"they are those whom god knows what is in their hearts. so ignore them, and admonish them, and say to them concerning themselves penetrating words.",أُولٰئِكَ الَّذينَ يَعلَمُ اللَّهُ ما في قُلوبِهِم فَأَعرِض عَنهُم وَعِظهُم وَقُل لَهُم في أَنفُسِهِم قَولًا بَليغًا
552,"we did not send any messenger except to be obeyed by god’s leave. had they, when they wronged themselves, come to you, and prayed for god's forgiveness, and the messenger had prayed for their forgiveness, they would have found god relenting and merciful.",وَما أَرسَلنا مِن رَسولٍ إِلّا لِيُطاعَ بِإِذنِ اللَّهِ وَلَو أَنَّهُم إِذ ظَلَموا أَنفُسَهُم جاءوكَ فَاستَغفَرُوا اللَّهَ وَاستَغفَرَ لَهُمُ الرَّسولُ لَوَجَدُوا اللَّهَ تَوّابًا رَحيمًا
553,"but no, by your lord, they will not believe until they call you to arbitrate in their disputes, and then find within themselves no resentment regarding your decisions, and submit themselves completely.",فَلا وَرَبِّكَ لا يُؤمِنونَ حَتّىٰ يُحَكِّموكَ فيما شَجَرَ بَينَهُم ثُمَّ لا يَجِدوا في أَنفُسِهِم حَرَجًا مِمّا قَضَيتَ وَيُسَلِّموا تَسليمًا
554,"had we decreed for them: “kill yourselves,” or “leave your homes,” they would not have done it, except for a few of them. but had they done what they were instructed to do, it would have been better for them, and a firmer confirmation.",وَلَو أَنّا كَتَبنا عَلَيهِم أَنِ اقتُلوا أَنفُسَكُم أَوِ اخرُجوا مِن دِيارِكُم ما فَعَلوهُ إِلّا قَليلٌ مِنهُم وَلَو أَنَّهُم فَعَلوا ما يوعَظونَ بِهِ لَكانَ خَيرًا لَهُم وَأَشَدَّ تَثبيتًا
555,and we would have given them from our presence a rich compensation.,وَإِذًا لَآتَيناهُم مِن لَدُنّا أَجرًا عَظيمًا
556,and we would have guided them on a straight path.,وَلَهَدَيناهُم صِراطًا مُستَقيمًا
557,"whoever obeys god and the messenger—these are with those whom god has blessed—among the prophets, and the sincere, and the martyrs, and the upright. excellent are those as companions.",وَمَن يُطِعِ اللَّهَ وَالرَّسولَ فَأُولٰئِكَ مَعَ الَّذينَ أَنعَمَ اللَّهُ عَلَيهِم مِنَ النَّبِيّينَ وَالصِّدّيقينَ وَالشُّهَداءِ وَالصّالِحينَ وَحَسُنَ أُولٰئِكَ رَفيقًا
558,that is the grace from god. god suffices as knower.,ذٰلِكَ الفَضلُ مِنَ اللَّهِ وَكَفىٰ بِاللَّهِ عَليمًا
