,en,ar
1066,"Show forgiveness, enjoin what is good, and turn away from the ignorant.",خُذِ الْعَفْوَ وَأْمُرْ بِالْعُرْفِ وَأَعْرِضْ عَنِ الْجَاهِلِينَ
1067,"The believing men and believing women are allies of one another. They enjoin what is right and forbid what is wrong and establish prayer and give charity and obey Allah and His Messenger. Allah will have mercy upon them. Verily, Allah is Almighty and Wise.",وَالْمُؤْمِنُونَ وَالْمُؤْمِنَاتُ بَعْضُهُمْ أَوْلِيَاءُ بَعْضٍ يَأْمُرُونَ بِالْمَعْرُوفِ وَيَنْهَوْنَ عَنِ الْمُنكَرِ وَيُقِيمُونَ الصَّلَاةَ وَيُؤْتُونَ الزَّكَاةَ وَيُطِيعُونَ اللَّهَ وَرَسُولَهُ ۚ أُولَٰئِكَ سَيَرْحَمُهُمُ اللَّهُ إِنَّ اللَّهَ عَزِيزٌ حَكِيمٌ
1068,Cursed by the tongue of David and of Jesus the son of Mary were those who disbelieved among the children of Israel. That was because they disobeyed and transgressed. They would not prevent one another from the wrongdoing they did. How evil was that which they were doing.,لُعِنَ الَّذِينَ كَفَرُوا مِن بَنِي إِسْرَائِيلَ عَلَىٰ لِسَانِ دَاوُودَ وَعِيسَى ابْنِ مَرْيَمَ ذَٰلِكَ بِمَا عَصَوا وَّكَانُوا يَعْتَدُونَ كَانُوا لَا يَتَنَاهَوْنَ عَن مُّنكَرٍ فَعَلُوهُ لَبِئْسَ مَا كَانُوا يَفْعَلُونَ
1069,"Say: The truth is from your Lord, so whoever wills let him believe, and whoever wills let him disbelieve.",وَقُلِ الْحَقُّ مِن رَّبِّكُمْ ۖ فَمَن شَاءَ فَلْيُؤْمِن وَمَن شَاءَ فَلْيَكْفُرْ
1070,Then declare what you are commanded and turn away from the idolaters.,فَاصْدَعْ بِمَا تُؤْمَرُ وَأَعْرِضْ عَنِ الْمُشْرِكِينَ
1071,"When they forgot that by which they had been reminded, We saved those who had forbidden evil and seized those who wronged with a terrible punishment because they were defiantly disobedient.",فَلَمَّا نَسُوا مَا ذُكِّرُوا بِهِ أَنجَيْنَا الَّذِينَ يَنْهَوْنَ عَنِ السُّوءِ وَأَخَذْنَا الَّذِينَ ظَلَمُوا بِعَذَابٍ بَئِيسٍ بِمَا كَانُوا يَفْسُقُونَ
1072,"Whoever among you sees evil should change it with his hand. If he is unable to do so, then with his tongue. If he is unable to do so, then with his heart and that is the weakest level of faith.",مَنْ رَأَى مِنْكُمْ مُنْكَرًا فَلْيُغَيِّرْهُ بِيَدِهِ فَإِنْ لَمْ يَسْتَطِعْ فَبِلِسَانِهِ فَإِنْ لَمْ يَسْتَطِعْ فَبِقَلْبِهِ وَذَلِكَ أَضْعَفُ الْإِيمَانِ
1073,"Allah did not send any Prophet in the nations before me except that he was given disciples and companions who followed his way and obeyed his command. Then, after them came their successors who said what they did not practice and who practiced what they were not commanded. He who strove against them with his hand was a believer, and he who strove against them with his tongue was a believer, and he who strove against them with his heart was a believer; beyond that there is no faith even the size of a mustard seed.",مَا مِنْ نَبِيٍّ بَعَثَهُ اللَّهُ فِي أُمَّةٍ قَبْلِي إِلَّا كَانَ لَهُ مِنْ أُمَّتِهِ حَوَارِيُّونَ وَأَصْحَابٌ يَأْخُذُونَ بِسُنَّتِهِ وَيَقْتَدُونَ بِأَمْرِهِ ثُمَّ إِنَّهَا تَخْلُفُ مِنْ بَعْدِهِمْ خُلُوفٌ يَقُولُونَ مَا لَا يَفْعَلُونَ وَيَفْعَلُونَ مَا لَا يُؤْمَرُونَ فَمَنْ جَاهَدَهُمْ بِيَدِهِ فَهُوَ مُؤْمِنٌ وَمَنْ جَاهَدَهُمْ بِلِسَانِهِ فَهُوَ مُؤْمِنٌ وَمَنْ جَاهَدَهُمْ بِقَلْبِهِ فَهُوَ مُؤْمِنٌ وَلَيْسَ وَرَاءَ ذَلِكَ مِنْ الْإِيمَانِ حَبَّةُ خَرْدَلٍ
1074,"We pledged allegiance to the Messenger of Allah, peace and blessings be upon him, pledging to listen and obey in hardship and in ease, in pleasure and displeasure even if someone is wrongly favored over us, and pledging not to dispute the rule of those in authority and that we should speak the truth wherever we are and not to fear those who blame us regarding Allah.",بَايَعْنَا رَسُولَ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ عَلَى السَّمْعِ وَالطَّاعَةِ فِي الْعُسْرِ وَالْيُسْرِ وَالْمَنْشَطِ وَالْمَكْرَهِ وَعَلَى أَثَرَةٍ عَلَيْنَا وَعَلَى أَنْ لَا نُنَازِعَ الْأَمْرَ أَهْلَهُ وَعَلَى أَنْ نَقُولَ بِالْحَقِّ أَيْنَمَا كُنَّا لَا نَخَافُ فِي اللَّهِ لَوْمَةَ لَائِمٍ
1075,"The parable of the one who observes the limits prescribed by Allah and the one who transgresses them is the likeness of people who board a ship after casting lots. Some of them are in its lower deck and others are in its upper deck. Those in the lower deck, when they need water, go to the upper deck and say: If we make a hole in the bottom of the ship, we will not harm you. If those in the upper deck leave them to carry out their plan, they will all be drowned, but if they stop them, then all of them will be safe.",مَثَلُ الْقَائِمِ عَلَى حُدُودِ اللَّهِ وَالْوَاقِعِ فِيهَا كَمَثَلِ قَوْمٍ اسْتَهَمُوا عَلَى سَفِينَةٍ فَأَصَابَ بَعْضُهُمْ أَعْلَاهَا وَبَعْضُهُمْ أَسْفَلَهَا فَكَانَ الَّذِينَ فِي أَسْفَلِهَا إِذَا اسْتَقَوْا مِنْ الْمَاءِ مَرُّوا عَلَى مَنْ فَوْقَهُمْ فَقَالُوا لَوْ أَنَّا خَرَقْنَا فِي نَصِيبِنَا خَرْقًا وَلَمْ نُؤْذِ مَنْ فَوْقَنَا فَإِنْ يَتْرُكُوهُمْ وَمَا أَرَادُوا هَلَكُوا جَمِيعًا وَإِنْ أَخَذُوا عَلَى أَيْدِيهِمْ نَجَوْا وَنَجَوْا جَمِيعًا
1076,There will be rulers from whom you will see both goodness and corruption. One who recognizes their evil and hates it will maintain his innocence; but one who is pleased with it and follows them will be sinful.,سَتَكُونُ أُمَرَاءُ فَتَعْرِفُونَ وَتُنْكِرُونَ فَمَنْ عَرَفَ بَرِئَ وَمَنْ أَنْكَرَ سَلِمَ وَلَكِنْ مَنْ رَضِيَ وَتَابَعَ
1077,"No, as long as they pray.",لَا مَا صَلَّوْا
1078,There is no God but Allah! Woe to the Arabs because of an evil that is drawing near! Today an opening of this size has been made in the barrier restraining Gog and Magog.,لَا إِلَهَ إِلَّا اللَّهُ وَيْلٌ لِلْعَرَبِ مِنْ شَرٍّ قَدْ اقْتَرَبَ فُتِحَ الْيَوْمَ مِنْ رَدْمِ يَأْجُوجَ وَمَأْجُوجَ مِثْلُ هَذِهِ
1079,"Yes, if wickedness prevails.",نَعَمْ إِذَا كَثُرَ الْخَبَثُ
1080,Beware of sitting in the roads.,‏إِيَّاكُمْ وَالْجُلُوسَ بِالطُّرُقَاتِ
1081,"If you insist, then give the road its right.",إِنْ أَبَيْتُمْ فَأَعْطُوا الطَّرِيقَ حَقَّهُ
1082,"Lower the gaze, avoid harming others, return greetings of peace, enjoining the good, and forbidding the evil.",غَضُّ الْبَصَرِ وَكَفُّ الأَذَى وَرَدُّ السَّلاَمِ وَالأَمْرُ بِالْمَعْرُوفِ وَالنَّهْىُ عَنِ الْمُنْكَرِ
1083,One of you will take a live coal and put it on his hand.,يَعْمِدُ أَحَدُكُمْ إِلَى جَمْرَةٍ مِنْ نَارٍ فَيَجْعَلُهَا فِي يَدِهِ
1084,"No, by Allah, I will not take it after the Messenger of Allah has thrown it out.",لَا وَاللَّهِ لَا آخُذُهُ أَبَدًا وَقَدْ طَرَحَهُ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ
1085,"Verily, the worst shepherds are those who are harsh, so beware not to be one of them.",إِنَّ شَرَّ الرِّعَاءِ الْحُطَمَةُ فَإِيَّاكَ أَنْ تَكُونَ مِنْهُمْ
1086,"Was there any husk among them? Indeed, the husks only came after them and were among others.",وَهَلْ كَانَتْ لَهُمْ نُخَالَةٌ إِنَّمَا كَانَتْ النُّخَالَةُ بَعْدَهُمْ وَفِي غَيْرِهِمْ
1087,"By the one in whose hand is my soul, you will enjoin good and forbid evil or else Allah will soon send the punishment upon you. Then you will supplicate to Allah and he will not accept it from you.",وَالَّذِي نَفْسِي بِيَدِهِ لَتَأْمُرُنَّ بِالْمَعْرُوفِ وَلَتَنْهَوُنَّ عَنْ الْمُنْكَرِ أَوْ لَيُوشِكَنَّ اللَّهُ أَنْ يَبْعَثَ عَلَيْكُمْ عِقَابًا مِنْهُ ثُمَّ تَدْعُونَهُ فَلَا يُسْتَجَابُ لَكُمْ
1088,"Verily, among the greatest of struggles (jihad) is a word of justice in front of a tyrant.",إِنَّ مِنْ أَعْظَمِ الْجِهَادِ كَلِمَةَ عَدْلٍ عِنْدَ سُلْطَانٍ جَائِرٍ
1089,"Verily, the first deficiency in religion among the children of Israel is that a man would meet another and say to him: Fear Allah and leave what you are doing, for this is not lawful for you. Then he would meet him the next day and find no change in him, but this would not prevent him from eating and drinking with him and sitting in his assemblies. When it came to this, Allah led their hearts into evil on account of their association with others.",إِنَّ أَوَّلَ مَا دَخَلَ النَّقْصُ عَلَى بَنِي إِسْرَائِيلَ كَانَ الرَّجُلُ يَلْقَى الرَّجُلَ فَيَقُولُ يَا هَذَا اتَّقِ اللَّهَ وَدَعْ مَا تَصْنَعُ فَإِنَّهُ لَا يَحِلُّ لَكَ ثُمَّ يَلْقَاهُ مِنْ الْغَدِ فَلَا يَمْنَعُهُ ذَلِكَ أَنْ يَكُونَ أَكِيلَهُ وَشَرِيبَهُ وَقَعِيدَهُ فَلَمَّا فَعَلُوا ذَلِكَ ضَرَبَ اللَّهُ قُلُوبَ بَعْضِهِمْ بِبَعْضٍ
1090,"Those who disbelieved among the children of Israel were cursed by the tongue of David and Jesus the son of Mary. That was because they disobeyed and were transgressors. They would not forbid one another from the evil they were doing. Wretched is that what they used to do. You see many of them becoming allies of those who disbelieved. How wretched is that which they have put forth for themselves in that Allah has become angry with them, and in the punishment they will abide eternally. If they had believed in Allah and the Prophet and in what was revealed to him, they would not have taken them as allies, but many of them are defiantly disobedient. (5:78-81)",لُعِنَ الَّذِينَ كَفَرُوا مِن بَنِي إِسْرَائِيلَ عَلَىٰ لِسَانِ دَاوُودَ وَعِيسَى ابْنِ مَرْيَمَ ۚ ذَٰلِكَ بِمَا عَصَوا وَّكَانُوا يَعْتَدُونَ كَانُوا لَا يَتَنَاهَوْنَ عَن مُّنكَرٍ فَعَلُوهُ ۚ لَبِئْسَ مَا كَانُوا يَفْعَلُونَ تَرَىٰ كَثِيرًا مِّنْهُمْ يَتَوَلَّوْنَ الَّذِينَ كَفَرُوا ۚ لَبِئْسَ مَا قَدَّمَتْ لَهُمْ أَنفُسُهُمْ أَن سَخِطَ اللَّهُ عَلَيْهِمْ وَفِي الْعَذَابِ هُمْ خَالِدُونَ وَلَوْ كَانُوا يُؤْمِنُونَ بِاللَّهِ وَالنَّبِيِّ وَمَا أُنزِلَ إِلَيْهِ مَا اتَّخَذُوهُمْ أَوْلِيَاءَ وَلَٰكِنَّ كَثِيرًا مِّنْهُمْ فَاسِقُونَ
1091,"By Allah, you must enjoin good and forbid evil and seize the hand of the oppressor and make him follow the truth and restrict him to what is just.”",كَلَّا وَاللَّهِ لَتَأْمُرُنَّ بِالْمَعْرُوفِ وَلَتَنْهَوُنَّ عَنْ الْمُنْكَرِ وَلَتَأْخُذُنَّ عَلَى يَدَيْ الظَّالِمِ وَلَتَأْطُرُنَّهُ عَلَى الْحَقِّ أَطْرًا وَلَتَقْصُرُنَّهُ عَلَى الْحَقِّ قَصْرًا
1092,"Verily, if the people see an oppressor and they do not seize his hand, then Allah will soon send punishment upon all of them.",إِنَّ النَّاسَ إِذَا رَأَوْا الظَّالِمَ فَلَمْ يَأْخُذُوا عَلَى يَدَيْهِ أَوْشَكَ أَنْ يَعُمَّهُمْ اللَّهُ بِعِقَابِهِ
1093,"Verily, the most burdensome of prayers upon the hypocrites are the night prayer and dawn prayer. If they knew the blessings that are in them, they would come to them even if they had to crawl. Certainly, I felt like ordering the prayer to be established and commanding a man to lead the people in prayer, then I would go with some men with firewood to the people who were absent from the prayer and I would burn their houses with fire.",إِنَّ أَثْقَلَ صَلَاةٍ عَلَى الْمُنَافِقِينَ صَلَاةُ الْعِشَاءِ وَصَلَاةُ الْفَجْرِ وَلَوْ يَعْلَمُونَ مَا فِيهِمَا لَأَتَوْهُمَا وَلَوْ حَبْوًا وَلَقَدْ هَمَمْتُ أَنْ آمُرَ بِالصَّلَاةِ فَتُقَامَ ثُمَّ آمُرَ رَجُلًا فَيُصَلِّيَ بِالنَّاسِ ثُمَّ أَنْطَلِقَ مَعِي بِرِجَالٍ مَعَهُمْ حُزَمٌ مِنْ حَطَبٍ إِلَى قَوْمٍ لَا يَشْهَدُونَ الصَّلَاةَ فَأُحَرِّقَ عَلَيْهِمْ بُيُوتَهُمْ بِالنَّارِ
1094,"When the hypocrites come to you they say: We testify that you are the Messenger of Allah. Allah knows that you are His Messenger and Allah testifies that the hypocrites are liars. They have taken their oaths as a cover, so they divert people from the way of Allah. Verily, it was evil that they were doing.",إِذَا جَاءَكَ الْمُنَافِقُونَ قَالُوا نَشْهَدُ إِنَّكَ لَرَسُولُ اللَّهِ وَاللَّهُ يَعْلَمُ إِنَّكَ لَرَسُولُهُ وَاللَّهُ يَشْهَدُ إِنَّ الْمُنَافِقِينَ لَكَاذِبُونَ اتَّخَذُوا أَيْمَانَهُمْ جُنَّةً فَصَدُّوا عَن سَبِيلِ اللَّهِ ۚ إِنَّهُمْ سَاءَ مَا كَانُوا يَعْمَلُونَ
1095,Do not punish with the punishment of Allah the Exalted.,لَا تُعَذِّبُوا بِعَذَابِ اللَّهِ عَزَّ وَجَلَّ
1096,"I seek refuge in Allah that the people would say I am killing my companions. Verily, this man and his companions will recite the Quran but it will not go beyond their throats. They will exit Islam just as an arrow goes through its target.",مَعَاذَ اللَّهِ أَنْ يَتَحَدَّثَ النَّاسُ أَنِّي أَقْتُلُ أَصْحَابِي إِنَّ هَذَا وَأَصْحَابَهُ يَقْرَءُونَ الْقُرْآنَ لَا يُجَاوِزُ حَنَاجِرَهُمْ يَمْرُقُونَ مِنْهُ كَمَا يَمْرُقُ السَّهْمُ مِنْ الرَّمِيَّةِ
1097,"Say: If you love Allah, then follow me. Allah will love you and forgive your sins, for Allah is forgiving and merciful.",قُلْ إِن كُنتُمْ تُحِبُّونَ اللَّهَ فَاتَّبِعُونِي يُحْبِبْكُمُ اللَّهُ وَيَغْفِرْ لَكُمْ ذُنُوبَكُمْ وَاللَّهُ غَفُورٌ رَّحِيمٌ
1098,"Verily, Allah loves those who rely upon Him.",إِنَّ اللَّهَ يُحِبُّ الْمُتَوَكِّلِينَ
1099,"Verily, Allah loves the Godfearing.",فَإِنَّ اللَّهَ يُحِبُّ الْمُتَّقِينَ
1100,"Behave well. Verily, Allah loves those who are good.",وَأَحْسِنُوا إِنَّ اللَّهَ يُحِبُّ الْمُحْسِنِينَ
1101,"Verily, Allah does not love the unbelievers.",فَإِنَّ اللَّهَ لَا يُحِبُّ الْكَافِرِينَ
1102,Allah does not love any ungrateful sinner.,وَاللَّهُ لَا يُحِبُّ كُلَّ كَفَّارٍ أَثِيمٍ
1103,"Verily, Allah loves those who are just.",إِنَّ اللَّهَ يُحِبُّ الْمُقْسِطِينَ
1104,Allah does not love those who spread corruption.,وَاللَّهُ لَا يُحِبُّ الْمُفْسِدِينَ
1105,"Verily, Allah does not love the transgressors.",إِنَّ اللَّهَ لَا يُحِبُّ الْمُعْتَدِينَ
1106,Allah does not love the oppressors.,وَاللَّهُ لَا يُحِبُّ الظَّالِمِينَ
1107,"Verily, Allah does not love those who are treacherous sinners.",إِنَّ اللَّهَ لَا يُحِبُّ مَن كَانَ خَوَّانًا أَثِيمًا
1108,"Verily, Allah does not love the treacherous.",إِنَّ اللَّهَ لَا يُحِبُّ الْخَائِنِينَ
1109,"Verily, Allah loves those who repent and who purify themselves.",إِنَّ اللَّهَ يُحِبُّ التَّوَّابِينَ وَيُحِبُّ الْمُتَطَهِّرِينَ
1110,Allah loves the patient.,وَاللَّهُ يُحِبُّ الصَّابِرِينَ
1111,"Verily, Allah does not love those who are proud and boastful.",إِنَّ اللَّهَ لَا يُحِبُّ مَن كَانَ مُخْتَالًا فَخُورًا
1112,"Verily, He does not love the arrogant.",إِنَّهُ لَا يُحِبُّ الْمُسْتَكْبِرِينَ
1113,"Verily, He does not love those who are extravagant.",إِنَّهُ لَا يُحِبُّ الْمُسْرِفِينَ
1114,"Verily, Allah does not love the exultant.",إِنَّ اللَّهَ لَا يُحِبُّ الْفَرِحِينَ
1115,"Thus, We have made you a justly balanced community that you will be witnesses over the people and the Messenger will be a witness over you.",وَكَذَٰلِكَ جَعَلْنَاكُمْ أُمَّةً وَسَطًا لِّتَكُونُوا شُهَدَاءَ عَلَى النَّاسِ وَيَكُونَ الرَّسُولُ عَلَيْكُمْ شَهِيدًا
1116,"The justly balanced (wasat) in reality is the furthest point between two extremes. There is no doubt that the two poles of excess and extravagance are destructive, so to be moderate in character is to be furthest from them, which is to be just and virtuous.",أَنَّ الْوَسَطَ حَقِيقَةٌ فِي الْبُعْدِ عَنِ الطَّرَفَيْنِ وَلَا شَكَّ أَنَّ طَرَفَيِ الْإِفْرَاطِ وَالتَّفْرِيطِ رَدِيئَانِ فَالْمُتَوَسِّطُ فِي الْأَخْلَاقِ يَكُونُ بَعِيدًا عَنِ الطَّرَفَيْنِ فَكَانَ مُعْتَدِلًا فَاضِلًا
1117,Every praiseworthy characteristic has two blameworthy poles. Generosity is the middle between miserliness and extravagance. Courage is the middle between cowardice and recklessness. Humanity has been commanded to avoid every such blameworthy trait.,كُلُّ خَصْلَةٍ مَحْمُودَةٍ فَلَهَا طَرَفَانِ مَذْمُومَانِ فَإِنَّ السَّخَاءَ وَسَطٌ بَيْنِ الْبُخْلِ وَالتَّبْذِيرِ وَالشَّجَاعَةَ وَسَطٌ بَيْنِ الْجُبْنِ وَالتَّهَوُّرِ وَالْإِنْسَانُ مَأْمُورٌ أَنْ يَتَجَنَّبَ كُلَّ وَصْفٍ مَذْمُومٍ
1118,"Verily, everything has two ends and a middle. If you hold one of the ends, the other will be skewed. If you hold the middle, the two ends will be balanced. You must seek the middle ground in all things.",إِنَّ لِكُلِّ شَيْءٍ طَرَفَيْنِ وَوَسَطًا فَإِذَا أَمْسَكْتَ بِأَحَدِ الطَّرَفَيْنِ مَالَ الآخَرُ وَإِذَا أَمْسَكْتَ بِالْوَسَطِ اعْتَدَلَ الطَّرَفَانِ ثُمَّ قَالَ عَلَيْكُمْ بِالأَوْسَطِ مِنَ الأَشْيَاءِ
1119,"O people, remain straight upon the path and you will have taken a great lead, but if you swerve right or left then you will be led far astray.",يَا مَعْشَرَ الْقُرَّاءِ اسْتَقِيمُوا فَقَدْ سُبِقْتُمْ سَبْقًا بَعِيدًا فَإِنْ أَخَذْتُمْ يَمِينًا وَشِمَالاً لَقَدْ ضَلَلْتُمْ ضَلاَلاً بَعِيدًا
1120,This is the straight path of Allah.,هَذَا سَبِيلُ اللَّهِ مُسْتَقِيمًا
1121,These are other paths and there is not a path among them but that a devil is upon it calling to its way.,هَذِهِ السُّبُلُ وَلَيْسَ مِنْهَا سَبِيلٌ إِلَّا عَلَيْهِ شَيْطَانٌ يَدْعُو إِلَيْهِ
1122,"Verily, this is the straight path, so follow it and do not follow other paths. (6:153)",وَإِنَّ هَذَا صِرَاطِي مُسْتَقِيمًا فَاتَّبِعُوهُ وَلَا تَتَّبِعُوا السُّبُلَ
1123,"Seek the home of the Hereafter by that which Allah has given you, but do not forget your share of the world.",وَابْتَغِ فِيمَا آتَاكَ اللَّهُ الدَّارَ الْآخِرَةَ ۖ وَلَا تَنسَ نَصِيبَكَ مِنَ الدُّنْيَا
1124,"By Him in whose hand is my soul, if your state of mind remains the same as it is in my presence and you are always occupied with the remembrance of Allah, the angels will shake your hands in your beds and roads. O Hanzalah, rather time should be devoted to this and time should be devoted to that.",وَالَّذِي نَفْسِي بِيَدِهِ إِنْ لَوْ تَدُومُونَ عَلَى مَا تَكُونُونَ عِنْدِي وَفِي الذِّكْرِ لَصَافَحَتْكُمْ الْمَلَائِكَةُ عَلَى فُرُشِكُمْ وَفِي طُرُقِكُمْ وَلَكِنْ يَا حَنْظَلَةُ سَاعَةً وَسَاعَةً
1125,"Do not recite too loudly in your prayer nor to softly, but seek a way between them.",وَلَا تَجْهَرْ بِصَلَاتِكَ وَلَا تُخَافِتْ بِهَا وَابْتَغِ بَيْنَ ذَٰلِكَ سَبِيلًا
1126,"O people, be gentle with yourselves for you are not calling upon one who is deaf or absent. Rather, you are calling upon the Hearing, the Seeing.",أَيُّهَا النَّاسُ ارْبَعُوا عَلَى أَنْفُسِكُمْ فَإِنَّكُمْ لَا تَدْعُونَ أَصَمَّ وَلَا غَائِبًا وَلَكِنْ تَدْعُونَ سَمِيعًا بَصِيرًا
1127,"I was praying with the Messenger of Allah, peace and blessings be upon him, and his prayer was of moderate length and his sermon was of moderate length.",كُنْتُ أُصَلِّي مَعَ رَسُولِ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فَكَانَتْ صَلَاتُهُ قَصْدًا وَخُطْبَتُهُ قَصْدًا
1128,"Do not do so. Fast and break your fast, pray in the night and sleep. Verily, your body has a right over you, your eyes have a right over you, and your wife has a right over you.",فَلَا تَفْعَلْ صُمْ وَأَفْطِرْ وَقُمْ وَنَمْ فَإِنَّ لِجَسَدِكَ عَلَيْكَ حَقًّا وَإِنَّ لِعَيْنِكَ عَلَيْكَ حَقًّا وَإِنَّ لِزَوْجِكَ عَلَيْكَ حَقًّا
1129,"You have a duty to your Lord, you have a duty to your body, and you have a duty to your family, so you should give each one its rights.",إِنَّ لِرَبِّكَ عَلَيْكَ حَقًّا وَلِنَفْسِكَ عَلَيْكَ حَقًّا وَلِأَهْلِكَ عَلَيْكَ حَقًّا فَأَعْطِ كُلَّ ذِي حَقٍّ حَقَّهُ
1130,"They are those who, when they spend, are neither extravagant nor miserly, but follow a middle way between them.",وَالَّذِينَ إِذَا أَنفَقُوا لَمْ يُسْرِفُوا وَلَمْ يَقْتُرُوا وَكَانَ بَيْنَ ذَٰلِكَ قَوَامًا
1131,"Be moderate in your pace and lower your voice. Verily, the most disagreeable of sounds is the voice of a donkey.",وَاقْصِدْ فِي مَشْيِكَ وَاغْضُضْ مِن صَوْتِكَ ۚ إِنَّ أَنكَرَ الْأَصْوَاتِ لَصَوْتُ الْحَمِيرِ
1132,"It is a moderate pace between crawling and running, and you must have tranquility and dignity.",توسط فيه بين الدبيب والإِسراع وعليك السكينة والوقار
1133,Let not your love be infatuation and let not your hatred be destruction.,لا يَكُنْ حُبُّكَ كَلَفًا وَلا بُغْضُكَ تَلَفًا
1134,"When you love someone, you become infatuated like a child. When you hate someone, you love destruction for your companion.",إِذَا أَحْبَبْتَ كَلِفْتَ كَلَفَ الصَّبِيِّ وَإِذَا أَبْغَضْتَ أَحْبَبْتَ لِصَاحِبِكَ التَّلَفَ
1135,"Do not exaggerate in seeking nearness to them, nor be excessive in seeking distance from them.",فَلَا تَغْلَوْا فِي مُقَارَبَتِهِمْ وَلَا تُسْرِفُوا فِي مُبَاعَدَتِهِمْ
1136,It is as if there is strand of hair between the people and myself for me to keep straight without breaking it.,لَوْ أَنَّ بَيْنِي وَبَيْنَ النَّاسِ شَعْرَةٌ مَا انْقَطَعَتْ
1137,"When they loosen it, I will tighten it. When they tighten it, I will loosen it.",لأَنَّهُمْ إِنْ مَدُّوهَا خَلَّيْتُهَا وَإِنْ خَلَّوْهَا
1138,"O children of Adam, We have bestowed upon you clothing to conceal your private parts and as adornment, but the clothing of righteousness is best. That is from the signs of Allah that perhaps they will remember.",يَا بَنِي آدَمَ قَدْ أَنزَلْنَا عَلَيْكُمْ لِبَاسًا يُوَارِي سَوْآتِكُمْ وَرِيشًا وَلِبَاسُ التَّقْوَىٰ ذَٰلِكَ خَيْرٌ ذَٰلِكَ مِنْ آيَاتِ اللَّهِ لَعَلَّهُمْ يَذَّكَّرُونَ
1139,Allah has made for you shadows from that which He has created and He has made for you shelters from the mountains and has made for you garments which protect you from the heat and garments which protect you from your enemy in battle. Thus does He complete His favor upon you that you might submit to Him.,وَاللَّهُ جَعَلَ لَكُم مِّمَّا خَلَقَ ظِلَالًا وَجَعَلَ لَكُم مِّنَ الْجِبَالِ أَكْنَانًا وَجَعَلَ لَكُمْ سَرَابِيلَ تَقِيكُمُ الْحَرَّ وَسَرَابِيلَ تَقِيكُم بَأْسَكُمْ كَذَٰلِكَ يُتِمُّ نِعْمَتَهُ عَلَيْكُمْ لَعَلَّكُمْ تُسْلِمُونَ
1140,"Clothe yourselves in garments of white, for verily, they are the best of your garments; and shroud your dead in them.",الْبَسُوا مِنْ ثِيَابِكُمْ الْبَيَاضَ فَإِنَّهَا مِنْ خَيْرِ ثِيَابِكُمْ وَكَفِّنُوا فِيهَا مَوْتَاكُمْ
1141,"Clothe yourselves in white, for verily, it is cleaner and more pure; and shroud your dead in it.",الْبَسُوا الْبَيَاضَ فَإِنَّهَا أَطْهَرُ وَأَطْيَبُ وَكَفِّنُوا فِيهَا مَوْتَاكُمْ
1142,"The Prophet, peace and blessings be upon him, was of moderate height with broad shoulders and hair that reached to his ears. I once saw him wearing a red mantle and I have not seen anything more graceful than him.",كَانَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ مَرْبُوعًا بَعِيدَ مَا بَيْنَ الْمَنْكِبَيْنِ لَهُ شَعَرٌ يَبْلُغُ شَحْمَةَ أُذُنِهِ رَأَيْتُهُ فِي حُلَّةٍ حَمْرَاءَ لَمْ أَرَ شَيْئًا قَطُّ أَحْسَنَ مِنْهُ
1143,"I came to the Prophet, peace and blessings be upon him, in Mecca while he was residing in a red leather tent. Bilal came out with the water of ablution from him, which some of them took and used for themselves. Then the Prophet came out wearing a red mantle and I remember seeing the whiteness of his shanks.",أَتَيْتُ النَّبِيَّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ بِمَكَّةَ وَهُوَ بِالْأَبْطَحِ فِي قُبَّةٍ لَهُ حَمْرَاءَ مِنْ أَدَمٍ قَالَ فَخَرَجَ بِلَالٌ بِوَضُوئِهِ فَمِنْ نَائِلٍ وَنَاضِحٍ قَالَ فَخَرَجَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ عَلَيْهِ حُلَّةٌ حَمْرَاءُ كَأَنِّي أَنْظُرُ إِلَى بَيَاضِ سَاقَيْهِ
1144,"The Messenger of Allah, peace and blessings be upon him, came to us while wearing two green garments.",خَرَجَ عَلَيْنَا رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ وَعَلَيْهِ ثَوْبَانِ أَخْضَرَانِ
1145,"The Messenger of Allah, peace and blessings be upon him, entered Mecca on the day of liberation wearing a black turban while not in a ritual state of pilgrimage (ihram).",أَنَّ رَسُولَ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ دَخَلَ مَكَّةَ وَقَالَ قُتَيْبَةُ دَخَلَ يَوْمَ فَتْحِ مَكَّةَ وَعَلَيْهِ عِمَامَةٌ سَوْدَاءُ بِغَيْرِ إِحْرَامٍ
